,MMM,ABT,ABBV,ACN,ATVI,AYI,ADBE,AMD,AAP,AES,AET,AMG,AFL,A,APD,AKAM,ALK,ALB,ARE,ALXN,ALGN,ALLE,AGN,ADS,LNT,ALL,GOOGL,GOOG,MO,AMZN,AEE,AAL,AEP,AXP,AIG,AMT,AWK,AMP,ABC,AME,AMGN,APH,APC,ADI,ANDV,ANSS,ANTM,AON,AOS,APA,AIV,AAPL,AMAT,APTV,ADM,ARNC,AJG,AIZ,T,ADSK,ADP,AZO,AVB,AVY,BHGE,BLL,BAC,BK,BAX,BBT,BDX
ALB,0.9138898736843142,0.8910438228851023,0.7647289389624774,0.9264936531415576,0.9077649862171797,0.7842474340686153,0.8789514251467863,-0.4111532623866006,0.735444640984201,-0.25244032119589715,0.8870912162637651,0.8023922225600154,0.9202450291885405,0.7321554429886419,0.9156399306279136,0.2771089894681781,0.8116705640891826,1.0,0.8713885714599433,0.7628376407152452,-0.017056648618490662,0.8316272879904923,0.7072890177662869,0.7951510318981473,0.9349285097958697,0.806056019341206,0.8966449310421866,0.9008075079500856,0.9031021959886152,0.9115234849299427,0.8299854878336627,0.40973417530295364,0.9126441770200142,0.8216444014886022,-0.7140461377489837,0.926781803336603,0.8698178189603655,0.8292220229814552,0.8145314225349487,0.9182936035990412,0.7847254038039039,0.9414934950970653,0.6383270840424977,0.735691046142346,0.8227540184993661,0.9509811955658168,0.8469313238861214,0.9154699639753359,0.8950345348259231,0.37758789589104397,0.8499945221455079,0.9230487368066085,0.5436394396720368,0.6064069644568961,0.8173825561621962,-0.584939865091496,0.9153252829477779,0.8208059657357656,0.871895754620306,0.9050354651207656,0.8844774609165413,0.8369587335880477,0.9128102359886766,0.6910855106665826,0.35697373842239943,0.9106615828250804,-0.26968940519030904,0.5542787675850848,0.9410253063166275,0.8096633249711023,0.9244560743211047
ARE,0.8741937611855715,0.8375736156760488,0.8861746584988721,0.8570181614724267,0.8726126770524861,0.8145497811521121,0.8678534383771398,-0.30289088271251335,0.7331536749342761,-0.2747867649794207,0.916414314844962,0.807681615672389,0.9288702293780117,0.6171934578414027,0.9045592437172847,0.24234391003539027,0.7885247693120961,0.8713885714599433,1.0,0.6771472599674301,0.2879403197325114,0.9436217441975822,0.6831141696026231,0.7421650960033803,0.885907798583316,0.8909631361154404,0.8510979287395343,0.8507248510091708,0.8633458500556908,0.8249978777153022,0.9161268515369134,0.7032944835165378,0.8833591897320469,0.7801323116738882,-0.5573353399576506,0.8442313230403262,0.9006491983111319,0.799552722691031,0.7904777978127056,0.8388499680610275,0.765509385886922,0.882741794528907,0.5679272073513238,0.6248944112739466,0.8811680990881412,0.8642873198210912,0.9002536922269399,0.8546105422772858,0.8384148372680992,0.4027415992779289,0.9042125649969195,0.8335019428349844,0.4628119460371746,0.8073234579833405,0.879830771092002,-0.3486662174410045,0.8201561734987515,0.933503315484031,0.7898361825952193,0.946237633527432,0.8116845345103153,0.7850355471744483,0.9096276518577157,0.7406047352234034,0.6013242580562447,0.8707808551968446,0.07267755530266236,0.6227895576892925,0.8541111760121299,0.8723017882612438,0.9146385678058204
ALXN,0.8544316287503968,0.9262277666874895,0.16528649806709073,0.8774949274683842,0.7265426243192202,0.8603123660578577,0.7360562628281012,-0.5101179552335181,0.941209980536547,-0.18260894680640358,0.8075240556423511,0.8928801909367566,0.7929024467159161,0.673674517844863,0.8823227438087283,0.38101298218085417,0.8681308526575661,0.7628376407152452,0.6771472599674301,1.0,-0.8718891848856409,-0.5444418627723026,0.9426867583639745,0.9762330307264905,0.8631760135653734,0.7192562931174643,0.8116662251651434,0.8100257331085521,0.8727537845595248,0.7780468110739824,0.6973789898162313,0.4759770007452801,0.8644292380831011,0.8758825997584077,-0.7021110382705703,0.8851324439125887,0.7406207817319836,0.8618085323809695,0.9472003378308067,0.9361088140531872,0.8729754684488963,0.8790286969059853,0.7169991566165995,0.7128845371377934,0.8437820706134367,0.8815632940695777,0.7794021049222019,0.8725497455479323,0.8150217326591022,0.21340248310533316,0.7966526890413625,0.9114107506578969,0.354096132203577,0.633175722906891,0.8072125336444204,-0.6447267400207658,0.8887562685874003,0.7083437318585366,0.8480250410008201,0.6888152944646738,0.8795480711632955,0.9390227104314233,0.881018308295038,0.51443099455833,0.22755239754115736,0.9155495348431161,-0.45524048589963134,0.48126444031985094,0.7962955709131507,0.7298359347125448,0.8324592062764845
ALGN,0.39763688384333906,-0.08497765028561584,0.13486634489117688,0.36886060240195206,0.37645080388742747,0.007189894779712393,0.803368758107997,-0.5726421764777195,0.04423823563738139,-0.6350188763163801,0.6155214713393006,-0.3410822356663951,0.12749967710207152,0.6371777694716128,0.6537274582700516,0.06322114413234742,-0.7691386287067065,-0.017056648618490662,0.2879403197325114,-0.8718891848856409,1.0,-0.4396106915012112,-0.5143927957831577,-0.37858207090954243,0.6238873911531845,0.4535712450068741,0.5717506363301739,0.5207823075666856,-0.02881800246675653,0.7228848339274969,0.6111126409356209,-0.6259100046311306,0.7244767217248527,0.14008564143807065,-0.5581912585479759,0.8088114069759077,0.5090709674192653,0.18760884557672672,-0.20134944870267485,0.2148978409072036,-0.8335617354448452,0.6834938565815256,-0.09851482247142147,0.003611801747509646,-0.06598540612258447,0.8404450383927359,0.65552902173722,-0.4913852741124422,-0.12175632594400593,0.09176287271481935,0.6381427361242348,0.7716053398332909,0.22485704302488135,0.25349804768362555,-0.8310400453342215,-0.6365760085008472,0.7166850447591632,-0.11810709939708314,-0.24001323254462856,0.2717345952576891,-0.5317871060856998,0.12525912529936517,0.583136297663405,0.4488472921603639,-0.38806379420384174,-0.3541993152741014,-0.11759864651393215,-0.22703323994564012,0.35045313058277444,-0.02610639322886506,0.8104645916420373
ALLE,0.9379343712644099,0.7542192349104491,0.8453228465177991,0.9512825275245743,0.9566399659416814,0.528835230879423,0.9421811290254315,0.7760640406197595,-0.168027510044154,-0.41327321634993797,0.948872591863803,-0.3813666404065612,0.8990149776761295,0.8630211585521501,0.88718205486422,-0.16081238382628357,0.763679995413176,0.8316272879904923,0.9436217441975822,-0.5444418627723026,-0.4396106915012112,1.0,-0.029221113406891198,-0.36741884188612267,0.9322550517206577,0.899748091324048,0.9202220581861991,0.9180091802777395,0.889842301489093,0.9351281961923471,0.935179606296079,0.5508112618297675,0.9332255937416587,0.019012346538590966,0.8007358934154095,0.9298749880859792,0.927376377395446,0.5569640229429027,0.3019633703749471,0.6655603539608694,0.856636945312193,0.9266356690329451,-0.7274466454961638,0.9209375840779833,0.7519071300923431,0.8723477045465017,0.8759039150113458,0.9520468619895402,0.9581464320236616,-0.6930198387800767,0.9045615287172868,0.8554446994127534,0.8527726894621623,0.7882201274599329,0.04863246308134389,-0.30227136053153597,0.8556517476447343,0.9100988051807744,0.7777523024561931,0.8632076286950979,0.9309153526513312,0.37422927434169323,0.8777721262309861,0.9498576509988299,-0.38194691735512915,0.8997681154330401,0.7429399271631865,0.8946043111336013,0.9011998492648966,0.7850322292046285,0.9614747789905409
AGN,0.8871871760562892,0.9130147209258578,0.4283753501328725,0.8885500507977385,0.7822885039062323,0.9281364729499855,0.8043369366795223,-0.40010358510776683,0.9550206292076909,-0.13411139880890716,0.8570661252556185,0.8286552132730524,0.7827374537567218,0.69254149537577,0.8840018990214501,0.37145621993240824,0.9419326258951762,0.7072890177662869,0.6831141696026231,0.9426867583639745,-0.5143927957831577,-0.029221113406891198,1.0,0.9459884172905394,0.8750692499742367,0.7891955052971834,0.8673026343805228,0.8631341955383768,0.9015077783457205,0.8253171848749495,0.7604936405247174,0.6087344361474668,0.8840674126858611,0.8299251746985572,-0.5669295021069404,0.8631744541644418,0.8236775401206564,0.895262264499684,0.968333660629368,0.8841406458651176,0.9415537451643443,0.8806947142259759,0.536737220577352,0.7859289927396924,0.8817527666814619,0.8238287094092935,0.8540183701367413,0.8962925922984867,0.8732012302486134,0.01927878899663176,0.8395943930020653,0.8873445932038667,0.47405586494007673,0.8189307184983947,0.7650797303125418,-0.5331894112368146,0.8814418434948412,0.8008935211013145,0.8301842137702972,0.6983603421849284,0.9158915759767258,0.9340109188160334,0.8468618141550118,0.660786746186973,0.18471945209058963,0.9066194151672163,-0.32983221621577113,0.6196238832117538,0.7826447093120757,0.7686395371932081,0.8602275531725664
ADS,0.8974351902122075,0.9504891196410337,0.3092972343146513,0.9039772074277235,0.7646837458071901,0.8790799855263539,0.796989849675437,-0.4459732813434568,0.9407578006897943,0.03416679140925184,0.859729249029062,0.9433710857372232,0.8537381009549295,0.8597632557086984,0.9219755244492294,0.8469647032206826,0.8925321106044248,0.7951510318981473,0.7421650960033803,0.9762330307264905,-0.37858207090954243,-0.36741884188612267,0.9459884172905394,1.0,0.8913190807593865,0.7959519226456062,0.8597111659035761,0.8587146109990875,0.8945418720884498,0.8090669741153017,0.7600342959199269,0.5834360419703909,0.8963442396383796,0.9279953546250893,-0.6546962833756447,0.9129100547976075,0.7917030139702385,0.929137617351279,0.9650577342243897,0.9633250713467639,0.9012601522668142,0.9119928240326217,0.7055381779344153,0.8322461373361276,0.8909751247302083,0.9097022776824479,0.8445923763047236,0.9046574594276269,0.8515514214991432,0.14918893527339266,0.8366338881893767,0.9193722872815084,0.5468485460453175,0.8118020915375496,0.8661171369832844,-0.5640431169534128,0.9219362400001596,0.7879661826328495,0.8783898746634434,0.7554519836213704,0.909946408529251,0.9377807545284194,0.9054522652348371,0.5975000856695267,0.2742420191558376,0.9411689586439831,-0.3820837548989126,0.6432317297630299,0.8281883773536513,0.8093337510269816,0.8745778324919946
LNT,0.9793543203876789,0.9589907635722709,0.87254090262471,0.9882582114427922,0.9477403765510953,0.937493781576989,0.9413948926527363,-0.38214566819965806,0.8845777780557783,-0.1973834916200584,0.9633481565792957,0.8426141540366066,0.9317930078128512,0.7741429542087596,0.9703657664095552,0.3389415442801924,0.9443070753189868,0.9349285097958697,0.885907798583316,0.8631760135653734,0.6238873911531845,0.9322550517206577,0.8750692499742367,0.8913190807593865,1.0,0.8953430752027612,0.9767813321051991,0.9767061835325036,0.987947425602155,0.962059603220645,0.9133469898509683,0.6078398302864094,0.991721305388422,0.8615890324406051,-0.6500042428056685,0.9712803614552188,0.9953029521139414,0.9193262382667686,0.9276384346409755,0.9471296305287576,0.929589740263156,0.9857521801179677,0.56934329817566,0.8235762624784645,0.9306731381496693,0.949565430827583,0.9349959183469233,0.9829897612844748,0.9725961862924805,0.19275223043298662,0.9403799117631432,0.9629274123334401,0.5925714689033745,0.8382649795945393,0.8505603642068338,-0.5617605272297143,0.9645820439755242,0.9228544872841634,0.9350034365855305,0.9000006311218041,0.9760893714113835,0.9401584920622955,0.9555125699957472,0.7858975740874523,0.3061551437702905,0.9728147034948894,-0.24888709892166938,0.6688020681753153,0.9516115902576939,0.8725157309326174,0.9831751582139825
ALL,0.9249375946545911,0.870255976488791,0.9414763337593528,0.863950243985072,0.8824163033622848,0.8290762095501525,0.9299460532534148,-0.19398023544388857,0.7430457688736368,-0.1706235142293491,0.9470098413755299,0.8168272720435988,0.8874456149786094,0.6733642173511066,0.8841528054578335,0.2335505926951223,0.8695875829202662,0.806056019341206,0.8909631361154404,0.7192562931174643,0.4535712450068741,0.899748091324048,0.7891955052971834,0.7959519226456062,0.8953430752027612,1.0,0.8649940043721501,0.8645863106695778,0.8773467061790332,0.8590203042601027,0.9731816951286792,0.8277618871698501,0.9100978726496679,0.8566707799773811,-0.36790443428138686,0.8382074113413887,0.9504094724051149,0.9097776938138783,0.8338140553348998,0.8342146092527368,0.8965610192722779,0.8900227154979516,0.41836009144128067,0.7640577595574781,0.9249079192996231,0.8132306781650565,0.9468857011913213,0.8901916130895139,0.9018763876096966,0.06159632542098026,0.9288708974300781,0.8324650260781469,0.6269438239238205,0.9340794664108759,0.7962477842661366,-0.2692632076606622,0.886980484883927,0.9203431550705324,0.7865576427213985,0.9173327406406865,0.8881694706870323,0.7871955487105289,0.8408659904321035,0.8904068119466257,0.4240472565489511,0.864403897203619,0.15284716859828068,0.7621568905542025,0.839518820977579,0.9565965186814938,0.9060562474709315
GOOGL,0.9720526036747138,0.9412746354557746,0.8604280433861723,0.9772178153721758,0.9482108192246216,0.919267718567048,0.9490497366930633,-0.313131009439027,0.8434288571544953,-0.18257867002405895,0.9539540191500087,0.7768300040816715,0.9351312442683113,0.9499313450482658,0.9648539802535774,0.7399720676265134,0.9453119524489794,0.8966449310421866,0.8510979287395343,0.8116662251651434,0.5717506363301739,0.9202220581861991,0.8673026343805228,0.8597111659035761,0.9767813321051991,0.8649940043721501,1.0,0.9998534650980372,0.97061452275668,0.9690159913539396,0.8779067772325178,0.6069285125403164,0.9759401472328503,0.8169593234961271,-0.49721568786910403,0.9718715270650128,0.9734113165403622,0.9234647204305674,0.9003682103996643,0.9309026204316658,0.9290155620505308,0.979988958509433,0.3283147541930407,0.9498122102956452,0.9120692297846081,0.9423202581073681,0.920678279256547,0.979895062021859,0.9757475173017195,-0.34866580566937583,0.8943486428430696,0.9369039716579449,0.8307587256194751,0.8842308150789112,0.8215416755495205,-0.45778281624391104,0.9480132801370168,0.935943727573524,0.9274708875818598,0.8757380876218066,0.9740977407887202,0.903317828947028,0.9257903049596271,0.8391934768469012,-0.011728504486670465,0.9561016414296167,-0.2503394829924393,0.7956139676124113,0.9508922441270132,0.8445362622528444,0.9794025028675118
GOOG,0.9718835803997741,0.9408105322000838,0.8610896720017934,0.976950697496254,0.9481583341883213,0.915236147063511,0.9490022315288597,-0.3131870764513751,0.8387271711167198,-0.1815957567149162,0.9524851280316207,0.7778004894694962,0.9365544697182809,0.9519980134633597,0.9640685434403896,0.7380023939278862,0.9419503318684685,0.9008075079500856,0.8507248510091708,0.8100257331085521,0.5207823075666856,0.9180091802777395,0.8631341955383768,0.8587146109990875,0.9767061835325036,0.8645863106695778,0.9998534650980372,1.0,0.9690266760638185,0.9689139571321524,0.8772643773108736,0.6044977268095149,0.9755735602585894,0.8186996057840376,-0.4987051150280523,0.9725635827917679,0.973356216229151,0.9241484496574935,0.8975483652706532,0.9316538331911016,0.9266314339676286,0.9802440776810608,0.33098357854090216,0.94966163762023,0.9096879849879702,0.9440643553248318,0.9192810646562221,0.9797057577176924,0.9748917210963618,-0.34328616293737824,0.8927512157816188,0.9368497253469125,0.833021709443612,0.882497916717045,0.820324700278204,-0.45815255153246903,0.9488521946634106,0.9348190550161691,0.9276988346108869,0.8774783800188505,0.9735783892505016,0.9005362053852822,0.9248425344024949,0.8383724100950434,-0.011337267012864983,0.9546781736826964,-0.2511481200825632,0.7943193807311058,0.9528898794415264,0.8440554579348044,0.9787259551389494
MO,0.9753415983548653,0.9534997645192536,0.7972851915984815,0.9859799278998984,0.9419524931864236,0.9575430325827051,0.9259363474967014,-0.4135021834969686,0.9145510831019779,-0.239254283940943,0.9576767471545503,0.819158093396195,0.9103844958160549,0.738381358344085,0.9665265748276683,0.3173148637174219,0.9681146764763956,0.9031021959886152,0.8633458500556908,0.8727537845595248,-0.02881800246675653,0.889842301489093,0.9015077783457205,0.8945418720884498,0.987947425602155,0.8773467061790332,0.97061452275668,0.9690266760638185,1.0,0.9639477180877387,0.89563034368604,0.5802992372420311,0.9797767058180257,0.8297939627102634,-0.6662682077371462,0.9535452558461581,0.9854390683229208,0.898896863601098,0.9455051575799118,0.9387817229818626,0.93820303157762,0.977348173169409,0.5468825971376515,0.8132373949462983,0.9276949608879658,0.938340675868102,0.9270967971066403,0.974270982023676,0.9757454128282752,0.1597462628067503,0.9269261376014182,0.9643144342351384,0.5572775660330086,0.8220452651683666,0.833409880156941,-0.5965525750846162,0.9564190687836966,0.9084265143363752,0.9184051046034379,0.8693223612759615,0.974935920400101,0.9602731123936801,0.9491269783681727,0.7696999201462907,0.2576017360686427,0.9766928623981296,-0.279453622195504,0.6425553451316791,0.9293304006037677,0.8593988772571026,0.9777615181316868
AMZN,0.9584742093082028,0.9055611247876572,0.8372174229155602,0.9694440381427718,0.9738411029202803,0.9033986006962949,0.9563591506911228,-0.322297837962658,0.8083099125249456,-0.19651207077247834,0.9423696808182184,0.7218535323334935,0.8818890662165522,0.783949344796012,0.9154320006746801,0.3199334719871005,0.9351665706280271,0.9115234849299427,0.8249978777153022,0.7780468110739824,0.7228848339274969,0.9351281961923471,0.8253171848749495,0.8090669741153017,0.962059603220645,0.8590203042601027,0.9690159913539396,0.9689139571321524,0.9639477180877387,1.0,0.8836794047906753,0.5264292992362339,0.9448249689148877,0.7798867656382316,-0.5985399277963747,0.9319123190372122,0.9673639390593151,0.8611774510394856,0.8691132297956343,0.8856815251860086,0.9106491087981278,0.9547533219775804,0.4160816437611115,0.8609227396127317,0.8816527568206387,0.9044008249659236,0.9132604431807513,0.956845899202771,0.9867381919637477,0.06716828271954695,0.8851435207239176,0.9320467757596202,0.6779651377444603,0.7889870443648379,0.7324254893091046,-0.5637293313673678,0.9333836555833374,0.8972873326877484,0.8752362944708162,0.8706179687044767,0.9589024657120332,0.8874097806419899,0.8791776044201747,0.8382103345852033,0.16654009637930295,0.9224228005854911,-0.24735829522278455,0.6714826465321521,0.9236300142420594,0.835979641904528,0.956728845012833
AEE,0.9217972472040228,0.8534847612351635,0.8869109233043619,0.8760867842189622,0.9075815631667209,0.8475097245985472,0.9309534794322422,-0.2107237248345267,0.7400016449284208,-0.21779690171195284,0.9525752068162088,0.7736232802567082,0.8893840460281458,0.659932413201736,0.8874957650910112,0.20553443783696523,0.8683688502993264,0.8299854878336627,0.9161268515369134,0.6973789898162313,0.6111126409356209,0.935179606296079,0.7604936405247174,0.7600342959199269,0.9133469898509683,0.9731816951286792,0.8779067772325178,0.8772643773108736,0.89563034368604,0.8836794047906753,1.0,0.777377339263522,0.9205602012785097,0.8148575599263194,-0.39725711436867595,0.8414209018964731,0.9784174395209262,0.8561022908932888,0.8106798082566923,0.8259328378492333,0.8762705422380056,0.8889167955857096,0.3947951674190594,0.7474229510736329,0.9152795443855037,0.8198746594356578,0.9355641295997383,0.8893029675880433,0.9094316547150938,0.0915562330855326,0.9330956520279192,0.8331052337462967,0.6108575379064265,0.8454535140017305,0.7888415379005196,-0.302020792058469,0.8789330437626417,0.9366699434935088,0.7987446477975342,0.9281114002269804,0.8830544160297344,0.8024697159751548,0.8592821723195467,0.8829787942700751,0.42101056617677163,0.8702278661805891,0.12953961875301603,0.717968514110934,0.8473785536661118,0.9309731936371349,0.9179942631036635
AAL,0.639493190684319,0.5725402429024885,0.7627982901351019,0.55518648518228,0.5372646211361258,0.6076356272581649,0.6720452165136547,0.3323136272007296,0.5432792539519986,0.3769390205697183,0.7003060807836343,0.6415825530058724,0.561804998323431,0.6243047499351736,0.595029018960408,0.7113443127263555,0.6599208922384158,0.40973417530295364,0.7032944835165378,0.4759770007452801,-0.6259100046311306,0.5508112618297675,0.6087344361474668,0.5834360419703909,0.6078398302864094,0.8277618871698501,0.6069285125403164,0.6044977268095149,0.5802992372420311,0.5264292992362339,0.777377339263522,1.0,0.6325442095348809,0.6933008721891804,0.2941237993225826,0.5651153764281408,0.8909597501407064,0.6932945631136476,0.6101782771797716,0.5172826445221674,0.7059775635514278,0.5828001679551651,-0.04255567285168528,0.6414095609224321,0.7580789809541528,0.43086148237654376,0.7529521153284381,0.6069345875188205,0.6170070283340229,-0.6920829202802964,0.7723885513743771,0.5085616104686053,0.6435821338879504,0.9294043566457033,0.6876267525540664,0.1612993141542167,0.5828632133226525,0.7173704598104422,0.5298969346542128,0.6925473618501825,0.6258944293575509,0.5074384181218816,0.6184219183718086,0.7692792493735586,0.343486056967921,0.5747564680806592,0.47370467169629005,0.7496690218555202,0.46908651435322934,0.8100244413619476,0.6089231394032233
AEP,0.973099322561461,0.9644591084579939,0.8914030610801674,0.9798228280464639,0.9391453775061928,0.935011400661972,0.9389394833548702,-0.38475612244496493,0.8851824645894951,-0.1762357788585539,0.9633756421964613,0.8546485049896783,0.9289846917729534,0.7556110035018028,0.9688222336683098,0.30804081491979074,0.9414368429005064,0.9126441770200142,0.8833591897320469,0.8644292380831011,0.7244767217248527,0.9332255937416587,0.8840674126858611,0.8963442396383796,0.991721305388422,0.9100978726496679,0.9759401472328503,0.9755735602585894,0.9797767058180257,0.9448249689148877,0.9205602012785097,0.6325442095348809,1.0,0.8654923734128346,-0.6120491000556662,0.959468932332163,0.9889527035063133,0.9313705897857854,0.9309310200985011,0.9422030758117269,0.9316795234772518,0.9768822632018501,0.564481785582411,0.8118690931595219,0.9434905082986554,0.9370332848395866,0.9401326138086785,0.9796850643732361,0.9611413097944393,0.17542143301942528,0.9454954644735267,0.9527339085411386,0.5842071808828894,0.8734256026251969,0.8486111682210682,-0.5110375712582595,0.9597168732829965,0.9343941476581028,0.9370595696829175,0.8957971717492603,0.9740701876966184,0.9311195004204021,0.9468245607668312,0.789623429768045,0.32707008011981503,0.9642106346740962,-0.2160470304649764,0.7036387628346934,0.9538129081999218,0.8775716485471317,0.9765599093337959
AXP,0.8762392800695554,0.8896197577790435,0.47175306349167334,0.8536456761277063,0.7476922339155231,0.7757043651715927,0.8155702008985563,-0.2663845307719398,0.8193644259756189,-0.08168448208613108,0.8519798624798507,0.9396915744138431,0.8601269691036494,0.747979222622474,0.8700327457205348,0.40441736528356936,0.8178292485857859,0.8216444014886022,0.7801323116738882,0.8758825997584077,0.14008564143807065,0.019012346538590966,0.8299251746985572,0.9279953546250893,0.8615890324406051,0.8566707799773811,0.8169593234961271,0.8186996057840376,0.8297939627102634,0.7798867656382316,0.8148575599263194,0.6933008721891804,0.8654923734128346,1.0,-0.5047918037329266,0.8807772544271711,0.783932275314671,0.9366180212546193,0.8680233075988484,0.9127303226384837,0.8513670168019993,0.8779286479263332,0.6935538074943669,0.7698878079867247,0.8726386880811218,0.8632416245451346,0.8538691138582654,0.8603161927451541,0.8177936536689299,0.23167509823909413,0.8606927746018158,0.8643888490212654,0.5204597020048791,0.7687231463899408,0.8318368239867251,-0.4083138412999621,0.8990365065943512,0.7983997493935402,0.8262135105211337,0.8280066411818501,0.8651909968854677,0.8270472925599865,0.8657921044725592,0.6735028228584614,0.44156532557077943,0.8722607850455432,-0.11116141251643362,0.619402503139643,0.799367626571976,0.8663996449098279,0.8343107281322377
AIG,-0.6218083683852439,-0.6911459045875515,0.8059461077605873,-0.6576500885912494,-0.5887387595883119,-0.5608482193865666,-0.48184798693687575,0.7181819653339299,-0.653526097777251,0.4805077779493783,-0.5647116748388777,-0.6177676584123716,-0.651350704508119,-0.3590489627047771,-0.6995230335921461,-0.17672739180653343,-0.5579498579347644,-0.7140461377489837,-0.5573353399576506,-0.7021110382705703,-0.5581912585479759,0.8007358934154095,-0.5669295021069404,-0.6546962833756447,-0.6500042428056685,-0.36790443428138686,-0.49721568786910403,-0.4987051150280523,-0.6662682077371462,-0.5985399277963747,-0.39725711436867595,0.2941237993225826,-0.6120491000556662,-0.5047918037329266,1.0,-0.6777877960726674,-0.07262062140537155,-0.3428196290553865,-0.6693651511436997,-0.755177757059418,-0.49917433085208157,-0.6921219370889591,-0.7394388973754663,-0.3157337493094182,-0.5224650568199092,-0.7942856548013185,-0.44914173303862653,-0.6414867655727798,-0.5786212370356634,-0.6047015059011593,-0.4566398459899836,-0.7235504460444087,-0.00969030922190838,0.9350748788405173,-0.6854850700075888,0.8635606340436183,-0.633668147178233,-0.30094534558977104,-0.5859595657014528,-0.5318926630179936,-0.5807029187493356,-0.7273635320179341,-0.7184344567076164,-0.14903925062261716,-0.1357927473893775,-0.7288575346407772,0.6489327785939001,-0.03529672004386371,-0.6762412119475486,-0.41649918742298553,-0.668421831205178
